,vicprice,vicdemand,class
10084,0.3467,42.2915,DOWN
10085,0.3467,42.2915,DOWN
10086,0.3467,42.2915,DOWN
10087,0.3467,42.2915,DOWN
10088,0.3467,42.2915,DOWN
10089,0.3467,42.2915,UP
10090,0.3467,42.2915,UP
10091,0.3467,42.2915,UP
10092,0.3467,42.2915,UP
10093,0.3467,42.2915,UP
10094,0.3467,42.2915,UP
10095,0.3467,42.2915,UP
10096,0.3467,42.2915,UP
10097,0.3467,42.2915,UP
10098,0.3467,42.2915,UP
10099,0.3467,42.2915,UP
10100,0.3467,42.2915,UP
10101,0.3467,42.2915,UP
10102,0.3467,42.2915,UP
10103,0.3467,42.2915,UP
10104,0.3467,42.2915,UP
10105,0.3467,42.2915,UP
10106,0.3467,42.2915,UP
10107,0.3467,42.2915,UP
10108,0.3467,42.2915,UP
10109,0.3467,42.2915,UP
10110,0.3467,42.2915,UP
10111,0.3467,42.2915,UP
10112,0.3467,42.2915,UP
10113,0.3467,42.2915,UP
10114,0.3467,42.2915,UP
10115,0.3467,42.2915,DOWN
10116,0.3467,42.2915,UP
10117,0.3467,42.2915,UP
10118,0.3467,42.2915,UP
10119,0.3467,42.2915,DOWN
10120,0.3467,42.2915,DOWN
10121,0.3467,42.2915,DOWN
10122,0.3467,42.2915,DOWN
10123,0.3467,42.2915,DOWN
10124,0.3467,42.2915,UP
10125,0.3467,42.2915,UP
10126,0.3467,42.2915,UP
10127,0.3467,42.2915,DOWN
10128,0.3467,42.2915,DOWN
10129,0.3467,42.2915,DOWN
10130,0.3467,42.2915,DOWN
10131,0.3467,42.2915,DOWN
10132,0.3467,42.2915,DOWN
10133,0.3467,42.2915,DOWN
10134,0.3467,42.2915,DOWN
10135,0.3467,42.2915,DOWN
10136,0.3467,42.2915,DOWN
10137,0.3467,42.2915,UP
10138,0.3467,42.2915,UP
10139,0.3467,42.2915,UP
10140,0.3467,42.2915,UP
10141,0.3467,42.2915,UP
10142,0.3467,42.2915,UP
10143,0.3467,42.2915,UP
10144,0.3467,42.2915,UP
10145,0.3467,42.2915,UP
10146,0.3467,42.2915,UP
10147,0.3467,42.2915,UP
10148,0.3467,42.2915,UP
10149,0.3467,42.2915,UP
10150,0.3467,42.2915,UP
10151,0.3467,42.2915,UP
10152,0.3467,42.2915,UP
10153,0.3467,42.2915,UP
10154,0.3467,42.2915,UP
10155,0.3467,42.2915,UP
10156,0.3467,42.2915,UP
10157,0.3467,42.2915,UP
10158,0.3467,42.2915,UP
10159,0.3467,42.2915,UP
10160,0.3467,42.2915,UP
10161,0.3467,42.2915,UP
10162,0.3467,42.2915,UP
10163,0.3467,42.2915,DOWN
10164,0.3467,42.2915,DOWN
10165,0.3467,42.2915,DOWN
10166,0.3467,42.2915,DOWN
10167,0.3467,42.2915,UP
10168,0.3467,42.2915,UP
10169,0.3467,42.2915,UP
10170,0.3467,42.2915,UP
10171,0.3467,42.2915,UP
10172,0.3467,42.2915,UP
10173,0.3467,42.2915,UP
10174,0.3467,42.2915,UP
10175,0.3467,42.2915,UP
10176,0.3467,42.2915,DOWN
10177,0.3467,42.2915,DOWN
10178,0.3467,42.2915,DOWN
10179,0.3467,42.2915,DOWN
10180,0.3467,42.2915,DOWN
10181,0.3467,42.2915,DOWN
10182,0.3467,42.2915,DOWN
10183,0.3467,42.2915,DOWN
10184,0.3467,42.2915,DOWN
10185,0.3467,42.2915,DOWN
10186,0.3467,42.2915,UP
10187,0.3467,42.2915,UP
10188,0.3467,42.2915,UP
10189,0.3467,42.2915,UP
10190,0.3467,42.2915,DOWN
10191,0.3467,42.2915,DOWN
10192,0.3467,42.2915,DOWN
10193,0.3467,42.2915,DOWN
10194,0.3467,42.2915,DOWN
10195,0.3467,42.2915,DOWN
10196,0.3467,42.2915,DOWN
10197,0.3467,42.2915,DOWN
10198,0.3467,42.2915,DOWN
10199,0.3467,42.2915,DOWN
10200,0.3467,42.2915,UP
10201,0.3467,42.2915,UP
10202,0.3467,42.2915,UP
10203,0.3467,42.2915,UP
10204,0.3467,42.2915,UP
10205,0.3467,42.2915,UP
10206,0.3467,42.2915,UP
10207,0.3467,42.2915,DOWN
10208,0.3467,42.2915,DOWN
10209,0.3467,42.2915,DOWN
10210,0.3467,42.2915,DOWN
10211,0.3467,42.2915,DOWN
10212,0.3467,42.2915,DOWN
10213,0.3467,42.2915,DOWN
10214,0.3467,42.2915,DOWN
10215,0.3467,42.2915,DOWN
10216,0.3467,42.2915,UP
10217,0.3467,42.2915,DOWN
10218,0.3467,42.2915,UP
10219,0.3467,42.2915,UP
10220,0.3467,42.2915,UP
10221,0.3467,42.2915,UP
10222,0.3467,42.2915,DOWN
10223,0.3467,42.2915,UP
10224,0.3467,42.2915,DOWN
10225,0.3467,42.2915,DOWN
10226,0.3467,42.2915,DOWN
10227,0.3467,42.2915,DOWN
10228,0.3467,42.2915,DOWN
10229,0.3467,42.2915,DOWN
10230,0.3467,42.2915,DOWN
10231,0.3467,42.2915,DOWN
10232,0.3467,42.2915,DOWN
10233,0.3467,42.2915,DOWN
10234,0.3467,42.2915,UP
10235,0.3467,42.2915,UP
10236,0.3467,42.2915,UP
10237,0.3467,42.2915,DOWN
10238,0.3467,42.2915,DOWN
10239,0.3467,42.2915,DOWN
10240,0.3467,42.2915,DOWN
10241,0.3467,42.2915,DOWN
10242,0.3467,42.2915,DOWN
10243,0.3467,42.2915,UP
10244,0.3467,42.2915,UP
10245,0.3467,42.2915,UP
10246,0.3467,42.2915,UP
10247,0.3467,42.2915,UP
10248,0.3467,42.2915,UP
10249,0.3467,42.2915,UP
10250,0.3467,42.2915,UP
10251,0.3467,42.2915,UP
10252,0.3467,42.2915,UP
10253,0.3467,42.2915,UP
10254,0.3467,42.2915,UP
10255,0.3467,42.2915,UP
10256,0.3467,42.2915,UP
10257,0.3467,42.2915,DOWN
10258,0.3467,42.2915,DOWN
10259,0.3467,42.2915,DOWN
10260,0.3467,42.2915,DOWN
10261,0.3467,42.2915,DOWN
10262,0.3467,42.2915,DOWN
10263,0.3467,42.2915,DOWN
10264,0.3467,42.2915,DOWN
10265,0.3467,42.2915,DOWN
10266,0.3467,42.2915,UP
10267,0.3467,42.2915,UP
10268,0.3467,42.2915,UP
10269,0.3467,42.2915,UP
10270,0.3467,42.2915,UP
10271,0.3467,42.2915,UP
10272,0.3467,42.2915,DOWN
10273,0.3467,42.2915,DOWN
10274,0.3467,42.2915,DOWN
10275,0.3467,42.2915,DOWN
10276,0.3467,42.2915,DOWN
10277,0.3467,42.2915,DOWN
10278,0.3467,42.2915,DOWN
10279,0.3467,42.2915,DOWN
10280,0.3467,42.2915,DOWN
10281,0.3467,42.2915,DOWN
10282,0.3467,42.2915,DOWN
10283,0.3467,42.2915,DOWN
10284,0.3467,42.2915,DOWN
10285,0.3467,42.2915,UP
10286,0.3467,42.2915,UP
10287,0.3467,42.2915,UP
10288,0.3467,42.2915,UP
10289,0.3467,42.2915,UP
10290,0.3467,42.2915,UP
10291,0.3467,42.2915,UP
10292,0.3467,42.2915,UP
10293,0.3467,42.2915,UP
10294,0.3467,42.2915,DOWN
10295,0.3467,42.2915,DOWN
10296,0.3467,42.2915,UP
10297,0.3467,42.2915,UP
10298,0.3467,42.2915,DOWN
10299,0.3467,42.2915,DOWN
10300,0.3467,42.2915,UP
10301,0.3467,42.2915,DOWN
10302,0.3467,42.2915,DOWN
10303,0.3467,42.2915,UP
10304,0.3467,42.2915,UP
10305,0.3467,42.2915,UP
10306,0.3467,42.2915,UP
10307,0.3467,42.2915,DOWN
10308,0.3467,42.2915,DOWN
10309,0.3467,42.2915,UP
10310,0.3467,42.2915,UP
10311,0.3467,42.2915,DOWN
10312,0.3467,42.2915,DOWN
10313,0.3467,42.2915,DOWN
10314,0.3467,42.2915,DOWN
10315,0.3467,42.2915,UP
10316,0.3467,42.2915,DOWN
10317,0.3467,42.2915,DOWN
10318,0.3467,42.2915,DOWN
10319,0.3467,42.2915,DOWN
10320,0.3467,42.2915,DOWN
10321,0.3467,42.2915,DOWN
10322,0.3467,42.2915,DOWN
10323,0.3467,42.2915,DOWN
10324,0.3467,42.2915,DOWN
10325,0.3467,42.2915,DOWN
10326,0.3467,42.2915,DOWN
10327,0.3467,42.2915,DOWN
10328,0.3467,42.2915,DOWN
10329,0.3467,42.2915,DOWN
10330,0.3467,42.2915,DOWN
10331,0.3467,42.2915,DOWN
10332,0.3467,42.2915,UP
10333,0.3467,42.2915,UP
10334,0.3467,42.2915,UP
10335,0.3467,42.2915,UP
10336,0.3467,42.2915,UP
10337,0.3467,42.2915,UP
10338,0.3467,42.2915,UP
10339,0.3467,42.2915,UP
10340,0.3467,42.2915,UP
10341,0.3467,42.2915,UP
10342,0.3467,42.2915,UP
10343,0.3467,42.2915,UP
10344,0.3467,42.2915,UP
10345,0.3467,42.2915,UP
10346,0.3467,42.2915,DOWN
10347,0.3467,42.2915,UP
10348,0.3467,42.2915,DOWN
10349,0.3467,42.2915,DOWN
10350,0.3467,42.2915,DOWN
10351,0.3467,42.2915,DOWN
10352,0.3467,42.2915,DOWN
10353,0.3467,42.2915,UP
10354,0.3467,42.2915,UP
10355,0.3467,42.2915,UP
10356,0.3467,42.2915,UP
10357,0.3467,42.2915,UP
10358,0.3467,42.2915,UP
10359,0.3467,42.2915,UP
10360,0.3467,42.2915,DOWN
10361,0.3467,42.2915,DOWN
10362,0.3467,42.2915,UP
10363,0.3467,42.2915,UP
10364,0.3467,42.2915,UP
10365,0.3467,42.2915,DOWN
10366,0.3467,42.2915,DOWN
10367,0.3467,42.2915,DOWN
10368,0.3467,42.2915,DOWN
10369,0.3467,42.2915,DOWN
10370,0.3467,42.2915,DOWN
10371,0.3467,42.2915,DOWN
10372,0.3467,42.2915,DOWN
10373,0.3467,42.2915,DOWN
10374,0.3467,42.2915,DOWN
10375,0.3467,42.2915,DOWN
10376,0.3467,42.2915,DOWN
10377,0.3467,42.2915,UP
10378,0.3467,42.2915,UP
10379,0.3467,42.2915,UP
10380,0.3467,42.2915,UP
10381,0.3467,42.2915,UP
10382,0.3467,42.2915,UP
10383,0.3467,42.2915,UP
10384,0.3467,42.2915,UP
10385,0.3467,42.2915,UP
10386,0.3467,42.2915,UP
10387,0.3467,42.2915,UP
10388,0.3467,42.2915,UP
10389,0.3467,42.2915,UP
10390,0.3467,42.2915,UP
10391,0.3467,42.2915,UP
10392,0.3467,42.2915,UP
10393,0.3467,42.2915,UP
10394,0.3467,42.2915,UP
10395,0.3467,42.2915,UP
10396,0.3467,42.2915,UP
10397,0.3467,42.2915,UP
10398,0.3467,42.2915,UP
10399,0.3467,42.2915,UP
10400,0.3467,42.2915,UP
10401,0.3467,42.2915,UP
10402,0.3467,42.2915,DOWN
10403,0.3467,42.2915,DOWN
10404,0.3467,42.2915,DOWN
10405,0.3467,42.2915,DOWN
10406,0.3467,42.2915,DOWN
10407,0.3467,42.2915,DOWN
10408,0.3467,42.2915,UP
10409,0.3467,42.2915,DOWN
10410,0.3467,42.2915,UP
10411,0.3467,42.2915,DOWN
10412,0.3467,42.2915,UP
10413,0.3467,42.2915,UP
10414,0.3467,42.2915,UP
10415,0.3467,42.2915,DOWN
10416,0.3467,42.2915,UP
10417,0.3467,42.2915,DOWN
10418,0.3467,42.2915,DOWN
10419,0.3467,42.2915,DOWN
10420,0.3467,42.2915,DOWN
10421,0.3467,42.2915,DOWN
10422,0.3467,42.2915,DOWN
10423,0.3467,42.2915,UP
10424,0.3467,42.2915,UP
10425,0.3467,42.2915,DOWN
10426,0.3467,42.2915,UP
10427,0.3467,42.2915,UP
10428,0.3467,42.2915,UP
10429,0.3467,42.2915,UP
10430,0.3467,42.2915,DOWN
10431,0.3467,42.2915,DOWN
10432,0.3467,42.2915,DOWN
10433,0.3467,42.2915,DOWN
10434,0.3467,42.2915,UP
10435,0.3467,42.2915,UP
10436,0.3467,42.2915,UP
10437,0.3467,42.2915,UP
10438,0.3467,42.2915,DOWN
10439,0.3467,42.2915,UP
10440,0.3467,42.2915,UP
10441,0.3467,42.2915,UP
10442,0.3467,42.2915,UP
10443,0.3467,42.2915,DOWN
10444,0.3467,42.2915,DOWN
10445,0.3467,42.2915,UP
10446,0.3467,42.2915,UP
10447,0.3467,42.2915,UP
10448,0.3467,42.2915,UP
10449,0.3467,42.2915,UP
10450,0.3467,42.2915,DOWN
10451,0.3467,42.2915,DOWN
10452,0.3467,42.2915,DOWN
10453,0.3467,42.2915,DOWN
10454,0.3467,42.2915,DOWN
10455,0.3467,42.2915,DOWN
10456,0.3467,42.2915,DOWN
10457,0.3467,42.2915,DOWN
10458,0.3467,42.2915,DOWN
10459,0.3467,42.2915,DOWN
10460,0.3467,42.2915,UP
10461,0.3467,42.2915,DOWN
10462,0.3467,42.2915,DOWN
10463,0.3467,42.2915,UP
10464,0.3467,42.2915,DOWN
10465,0.3467,42.2915,DOWN
10466,0.3467,42.2915,DOWN
10467,0.3467,42.2915,DOWN
10468,0.3467,42.2915,DOWN
10469,0.3467,42.2915,DOWN
10470,0.3467,42.2915,DOWN
10471,0.3467,42.2915,DOWN
10472,0.3467,42.2915,DOWN
10473,0.3467,42.2915,DOWN
10474,0.3467,42.2915,UP
10475,0.3467,42.2915,UP
10476,0.3467,42.2915,UP
10477,0.3467,42.2915,UP
10478,0.3467,42.2915,DOWN
10479,0.3467,42.2915,DOWN
10480,0.3467,42.2915,UP
10481,0.3467,42.2915,DOWN
10482,0.3467,42.2915,DOWN
10483,0.3467,42.2915,DOWN
10484,0.3467,42.2915,DOWN
10485,0.3467,42.2915,DOWN
10486,0.3467,42.2915,DOWN
10487,0.3467,42.2915,DOWN
10488,0.3467,42.2915,DOWN
10489,0.3467,42.2915,DOWN
10490,0.3467,42.2915,UP
10491,0.3467,42.2915,UP
10492,0.3467,42.2915,UP
10493,0.3467,42.2915,DOWN
10494,0.3467,42.2915,DOWN
10495,0.3467,42.2915,DOWN
10496,0.3467,42.2915,DOWN
10497,0.3467,42.2915,DOWN
10498,0.3467,42.2915,DOWN
10499,0.3467,42.2915,DOWN
10500,0.3467,42.2915,DOWN
10501,0.3467,42.2915,DOWN
10502,0.3467,42.2915,DOWN
10503,0.3467,42.2915,DOWN
10504,0.3467,42.2915,DOWN
10505,0.3467,42.2915,DOWN
10506,0.3467,42.2915,UP
10507,0.3467,42.2915,DOWN
10508,0.3467,42.2915,DOWN
10509,0.3467,42.2915,DOWN
10510,0.3467,42.2915,DOWN
10511,0.3467,42.2915,UP
10512,0.3467,42.2915,UP
10513,0.3467,42.2915,DOWN
10514,0.3467,42.2915,DOWN
10515,0.3467,42.2915,DOWN
10516,0.3467,42.2915,DOWN
10517,0.3467,42.2915,DOWN
10518,0.3467,42.2915,DOWN
10519,0.3467,42.2915,UP
10520,0.3467,42.2915,UP
10521,0.3467,42.2915,DOWN
10522,0.3467,42.2915,UP
10523,0.3467,42.2915,UP
10524,0.3467,42.2915,UP
10525,0.3467,42.2915,UP
10526,0.3467,42.2915,UP
10527,0.3467,42.2915,UP
10528,0.3467,42.2915,UP
10529,0.3467,42.2915,UP
10530,0.3467,42.2915,UP
10531,0.3467,42.2915,UP
10532,0.3467,42.2915,UP
10533,0.3467,42.2915,UP
10534,0.3467,42.2915,UP
10535,0.3467,42.2915,UP
10536,0.3467,42.2915,DOWN
10537,0.3467,42.2915,UP
10538,0.3467,42.2915,UP
10539,0.3467,42.2915,UP
10540,0.3467,42.2915,UP
10541,0.3467,42.2915,UP
10542,0.3467,42.2915,UP
10543,0.3467,42.2915,UP
10544,0.3467,42.2915,UP
10545,0.3467,42.2915,UP
10546,0.3467,42.2915,UP
10547,0.3467,42.2915,UP
10548,0.3467,42.2915,UP
10549,0.3467,42.2915,UP
10550,0.3467,42.2915,UP
10551,0.3467,42.2915,UP
10552,0.3467,42.2915,UP
10553,0.3467,42.2915,UP
10554,0.3467,42.2915,UP
10555,0.3467,42.2915,UP
10556,0.3467,42.2915,UP
10557,0.3467,42.2915,UP
10558,0.3467,42.2915,UP
10559,0.3467,42.2915,UP
10560,0.3467,42.2915,UP
10561,0.3467,42.2915,DOWN
10562,0.3467,42.2915,DOWN
10563,0.3467,42.2915,DOWN
10564,0.3467,42.2915,DOWN
10565,0.3467,42.2915,DOWN
10566,0.3467,42.2915,DOWN
10567,0.3467,42.2915,DOWN
10568,0.3467,42.2915,DOWN
10569,0.3467,42.2915,DOWN
10570,0.3467,42.2915,DOWN
10571,0.3467,42.2915,DOWN
10572,0.3467,42.2915,UP
10573,0.3467,42.2915,UP
10574,0.3467,42.2915,DOWN
10575,0.3467,42.2915,UP
10576,0.3467,42.2915,UP
10577,0.3467,42.2915,UP
10578,0.3467,42.2915,UP
10579,0.3467,42.2915,UP
10580,0.3467,42.2915,UP
10581,0.3467,42.2915,UP
10582,0.3467,42.2915,UP
10583,0.3467,42.2915,UP
10584,0.3467,42.2915,UP
10585,0.3467,42.2915,DOWN
10586,0.3467,42.2915,DOWN
10587,0.3467,42.2915,DOWN
10588,0.3467,42.2915,DOWN
10589,0.3467,42.2915,DOWN
10590,0.3467,42.2915,UP
10591,0.3467,42.2915,DOWN
10592,0.3467,42.2915,UP
10593,0.3467,42.2915,DOWN
10594,0.3467,42.2915,DOWN
10595,0.3467,42.2915,DOWN
10596,0.3467,42.2915,DOWN
10597,0.3467,42.2915,DOWN
10598,0.3467,42.2915,DOWN
10599,0.3467,42.2915,DOWN
10600,0.3467,42.2915,DOWN
10601,0.3467,42.2915,DOWN
10602,0.3467,42.2915,DOWN
10603,0.3467,42.2915,DOWN
10604,0.3467,42.2915,UP
10605,0.3467,42.2915,DOWN
10606,0.3467,42.2915,DOWN
10607,0.3467,42.2915,DOWN
10608,0.3467,42.2915,DOWN
10609,0.3467,42.2915,DOWN
10610,0.3467,42.2915,DOWN
10611,0.3467,42.2915,DOWN
10612,0.3467,42.2915,DOWN
10613,0.3467,42.2915,DOWN
10614,0.3467,42.2915,DOWN
10615,0.3467,42.2915,DOWN
10616,0.3467,42.2915,DOWN
10617,0.3467,42.2915,DOWN
10618,0.3467,42.2915,DOWN
10619,0.3467,42.2915,DOWN
10620,0.3467,42.2915,DOWN
10621,0.3467,42.2915,DOWN
10622,0.3467,42.2915,UP
10623,0.3467,42.2915,UP
10624,0.3467,42.2915,UP
10625,0.3467,42.2915,UP
10626,0.3467,42.2915,UP
10627,0.3467,42.2915,UP
10628,0.3467,42.2915,UP
10629,0.3467,42.2915,UP
10630,0.3467,42.2915,DOWN
10631,0.3467,42.2915,DOWN
10632,0.3467,42.2915,DOWN
10633,0.3467,42.2915,DOWN
10634,0.3467,42.2915,DOWN
10635,0.3467,42.2915,DOWN
10636,0.3467,42.2915,DOWN
10637,0.3467,42.2915,DOWN
10638,0.3467,42.2915,DOWN
10639,0.3467,42.2915,DOWN
10640,0.3467,42.2915,DOWN
10641,0.3467,42.2915,DOWN
10642,0.3467,42.2915,DOWN
10643,0.3467,42.2915,DOWN
10644,0.3467,42.2915,DOWN
10645,0.3467,42.2915,DOWN
10646,0.3467,42.2915,DOWN
10647,0.3467,42.2915,DOWN
10648,0.3467,42.2915,DOWN
10649,0.3467,42.2915,DOWN
10650,0.3467,42.2915,UP
10651,0.3467,42.2915,DOWN
10652,0.3467,42.2915,UP
10653,0.3467,42.2915,DOWN
10654,0.3467,42.2915,DOWN
10655,0.3467,42.2915,DOWN
10656,0.3467,42.2915,DOWN
10657,0.3467,42.2915,DOWN
10658,0.3467,42.2915,DOWN
10659,0.3467,42.2915,DOWN
10660,0.3467,42.2915,DOWN
10661,0.3467,42.2915,DOWN
10662,0.3467,42.2915,DOWN
10663,0.3467,42.2915,DOWN
10664,0.3467,42.2915,DOWN
10665,0.3467,42.2915,DOWN
10666,0.3467,42.2915,DOWN
10667,0.3467,42.2915,DOWN
10668,0.3467,42.2915,DOWN
10669,0.3467,42.2915,DOWN
10670,0.3467,42.2915,DOWN
10671,0.3467,42.2915,UP
10672,0.3467,42.2915,UP
10673,0.3467,42.2915,UP
10674,0.3467,42.2915,UP
10675,0.3467,42.2915,UP
10676,0.3467,42.2915,UP
10677,0.3467,42.2915,UP
10678,0.3467,42.2915,UP
10679,0.3467,42.2915,DOWN
10680,0.3467,42.2915,UP
10681,0.3467,42.2915,DOWN
10682,0.3467,42.2915,DOWN
10683,0.3467,42.2915,DOWN
10684,0.3467,42.2915,DOWN
10685,0.3467,42.2915,DOWN
10686,0.3467,42.2915,DOWN
10687,0.3467,42.2915,DOWN
10688,0.3467,42.2915,DOWN
10689,0.3467,42.2915,UP
10690,0.3467,42.2915,DOWN
10691,0.3467,42.2915,UP
10692,0.3467,42.2915,UP
10693,0.3467,42.2915,UP
10694,0.3467,42.2915,UP
10695,0.3467,42.2915,UP
10696,0.3467,42.2915,UP
10697,0.3467,42.2915,UP
10698,0.3467,42.2915,UP
10699,0.3467,42.2915,UP
10700,0.3467,42.2915,UP
10701,0.3467,42.2915,UP
10702,0.3467,42.2915,DOWN
10703,0.3467,42.2915,DOWN
10704,0.3467,42.2915,DOWN
10705,0.3467,42.2915,DOWN
10706,0.3467,42.2915,DOWN
10707,0.3467,42.2915,DOWN
10708,0.3467,42.2915,DOWN
10709,0.3467,42.2915,DOWN
10710,0.3467,42.2915,DOWN
10711,0.3467,42.2915,DOWN
10712,0.3467,42.2915,UP
10713,0.3467,42.2915,UP
10714,0.3467,42.2915,UP
10715,0.3467,42.2915,UP
10716,0.3467,42.2915,UP
10717,0.3467,42.2915,UP
10718,0.3467,42.2915,DOWN
10719,0.3467,42.2915,DOWN
10720,0.3467,42.2915,UP
10721,0.3467,42.2915,UP
10722,0.3467,42.2915,UP
10723,0.3467,42.2915,UP
10724,0.3467,42.2915,UP
10725,0.3467,42.2915,UP
10726,0.3467,42.2915,UP
10727,0.3467,42.2915,UP
10728,0.3467,42.2915,UP
10729,0.3467,42.2915,UP
10730,0.3467,42.2915,UP
10731,0.3467,42.2915,UP
10732,0.3467,42.2915,UP
10733,0.3467,42.2915,UP
10734,0.3467,42.2915,UP
10735,0.3467,42.2915,UP
10736,0.3467,42.2915,UP
10737,0.3467,42.2915,UP
10738,0.3467,42.2915,UP
10739,0.3467,42.2915,UP
10740,0.3467,42.2915,UP
10741,0.3467,42.2915,UP
10742,0.3467,42.2915,UP
10743,0.3467,42.2915,UP
10744,0.3467,42.2915,UP
10745,0.3467,42.2915,UP
10746,0.3467,42.2915,UP
10747,0.3467,42.2915,UP
10748,0.3467,42.2915,UP
10749,0.3467,42.2915,UP
10750,0.3467,42.2915,UP
10751,0.3467,42.2915,UP
10752,0.3467,42.2915,UP
10753,0.3467,42.2915,DOWN
10754,0.3467,42.2915,DOWN
10755,0.3467,42.2915,DOWN
10756,0.3467,42.2915,DOWN
10757,0.3467,42.2915,DOWN
10758,0.3467,42.2915,DOWN
10759,0.3467,42.2915,DOWN
10760,0.3467,42.2915,DOWN
10761,0.3467,42.2915,DOWN
10762,0.3467,42.2915,UP
10763,0.3467,42.2915,UP
10764,0.3467,42.2915,UP
10765,0.3467,42.2915,UP
10766,0.3467,42.2915,DOWN
10767,0.3467,42.2915,DOWN
10768,0.3467,42.2915,DOWN
10769,0.3467,42.2915,UP
10770,0.3467,42.2915,UP
10771,0.3467,42.2915,DOWN
10772,0.3467,42.2915,DOWN
10773,0.3467,42.2915,DOWN
10774,0.3467,42.2915,DOWN
10775,0.3467,42.2915,DOWN
10776,0.3467,42.2915,DOWN
10777,0.3467,42.2915,UP
10778,0.3467,42.2915,DOWN
10779,0.3467,42.2915,DOWN
10780,0.3467,42.2915,DOWN
10781,0.3467,42.2915,DOWN
10782,0.3467,42.2915,DOWN
10783,0.3467,42.2915,DOWN
10784,0.3467,42.2915,DOWN
10785,0.3467,42.2915,DOWN
10786,0.3467,42.2915,DOWN
10787,0.3467,42.2915,DOWN
10788,0.3467,42.2915,DOWN
10789,0.3467,42.2915,DOWN
10790,0.3467,42.2915,DOWN
10791,0.3467,42.2915,DOWN
10792,0.3467,42.2915,DOWN
10793,0.3467,42.2915,DOWN
10794,0.3467,42.2915,DOWN
10795,0.3467,42.2915,DOWN
10796,0.3467,42.2915,DOWN
10797,0.3467,42.2915,UP
10798,0.3467,42.2915,DOWN
10799,0.3467,42.2915,DOWN
10800,0.3467,42.2915,DOWN
10801,0.3467,42.2915,DOWN
10802,0.3467,42.2915,DOWN
10803,0.3467,42.2915,DOWN
10804,0.3467,42.2915,DOWN
10805,0.3467,42.2915,DOWN
10806,0.3467,42.2915,DOWN
10807,0.3467,42.2915,DOWN
10808,0.3467,42.2915,DOWN
10809,0.3467,42.2915,DOWN
10810,0.3467,42.2915,UP
10811,0.3467,42.2915,UP
10812,0.3467,42.2915,UP
10813,0.3467,42.2915,UP
10814,0.3467,42.2915,DOWN
10815,0.3467,42.2915,DOWN
10816,0.3467,42.2915,DOWN
10817,0.3467,42.2915,DOWN
10818,0.3467,42.2915,UP
10819,0.3467,42.2915,UP
10820,0.3467,42.2915,DOWN
10821,0.3467,42.2915,UP
10822,0.3467,42.2915,DOWN
10823,0.3467,42.2915,DOWN
10824,0.3467,42.2915,DOWN
10825,0.3467,42.2915,DOWN
10826,0.3467,42.2915,DOWN
10827,0.3467,42.2915,DOWN
10828,0.3467,42.2915,DOWN
10829,0.3467,42.2915,DOWN
10830,0.3467,42.2915,DOWN
10831,0.3467,42.2915,DOWN
10832,0.3467,42.2915,DOWN
10833,0.3467,42.2915,DOWN
10834,0.3467,42.2915,DOWN
10835,0.3467,42.2915,DOWN
10836,0.3467,42.2915,DOWN
10837,0.3467,42.2915,DOWN
10838,0.3467,42.2915,DOWN
10839,0.3467,42.2915,DOWN
10840,0.3467,42.2915,UP
10841,0.3467,42.2915,DOWN
10842,0.3467,42.2915,UP
10843,0.3467,42.2915,DOWN
10844,0.3467,42.2915,UP
10845,0.3467,42.2915,UP
10846,0.3467,42.2915,UP
10847,0.3467,42.2915,UP
10848,0.3467,42.2915,UP
10849,0.3467,42.2915,DOWN
10850,0.3467,42.2915,UP
10851,0.3467,42.2915,UP
10852,0.3467,42.2915,UP
10853,0.3467,42.2915,UP
10854,0.3467,42.2915,DOWN
10855,0.3467,42.2915,DOWN
10856,0.3467,42.2915,DOWN
10857,0.3467,42.2915,UP
10858,0.3467,42.2915,UP
10859,0.3467,42.2915,UP
10860,0.3467,42.2915,UP
10861,0.3467,42.2915,UP
10862,0.3467,42.2915,DOWN
10863,0.3467,42.2915,DOWN
10864,0.3467,42.2915,DOWN
10865,0.3467,42.2915,UP
10866,0.3467,42.2915,UP
10867,0.3467,42.2915,UP
10868,0.3467,42.2915,UP
10869,0.3467,42.2915,UP
10870,0.3467,42.2915,UP
10871,0.3467,42.2915,UP
10872,0.3467,42.2915,DOWN
10873,0.3467,42.2915,UP
10874,0.3467,42.2915,DOWN
10875,0.3467,42.2915,DOWN
10876,0.3467,42.2915,DOWN
10877,0.3467,42.2915,UP
10878,0.3467,42.2915,UP
10879,0.3467,42.2915,UP
10880,0.3467,42.2915,DOWN
10881,0.3467,42.2915,DOWN
10882,0.3467,42.2915,DOWN
10883,0.3467,42.2915,DOWN
10884,0.3467,42.2915,DOWN
10885,0.3467,42.2915,DOWN
10886,0.3467,42.2915,DOWN
10887,0.3467,42.2915,DOWN
10888,0.3467,42.2915,DOWN
10889,0.3467,42.2915,UP
10890,0.3467,42.2915,UP
10891,0.3467,42.2915,UP
10892,0.3467,42.2915,UP
10893,0.3467,42.2915,UP
10894,0.3467,42.2915,UP
10895,0.3467,42.2915,UP
10896,0.3467,42.2915,DOWN
10897,0.3467,42.2915,UP
10898,0.3467,42.2915,DOWN
10899,0.3467,42.2915,DOWN
10900,0.3467,42.2915,DOWN
10901,0.3467,42.2915,DOWN
10902,0.3467,42.2915,DOWN
10903,0.3467,42.2915,UP
